number_global,team_slot,code,type,category,section,group,team,countryCode,name,player,position,notes,sourceUrl,statusCadastro
101,1,BIH-001,SHINY,escudo_do_time,Seleções,Grupo B,Bósnia e Herzegovina,BIH,Escudo do Bósnia e Herzegovina,,,Escudo do time,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
102,2,BIH-002,NORMAL,jogador,Seleções,Grupo B,Bósnia e Herzegovina,BIH,Ivan Bašić,Ivan Bašić,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
103,3,BIH-003,NORMAL,jogador,Seleções,Grupo B,Bósnia e Herzegovina,BIH,Nikola Vasilj,Nikola Vasilj,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
104,4,BIH-004,NORMAL,jogador,Seleções,Grupo B,Bósnia e Herzegovina,BIH,Amar Dedić,Amar Dedić,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
105,5,BIH-005,NORMAL,jogador,Seleções,Grupo B,Bósnia e Herzegovina,BIH,Sead Kolašinac,Sead Kolašinac,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
106,6,BIH-006,NORMAL,jogador,Seleções,Grupo B,Bósnia e Herzegovina,BIH,Tarik Muharemović,Tarik Muharemović,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
107,7,BIH-007,NORMAL,jogador,Seleções,Grupo B,Bósnia e Herzegovina,BIH,Nihad Mujakić,Nihad Mujakić,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
108,8,BIH-008,NORMAL,jogador,Seleções,Grupo B,Bósnia e Herzegovina,BIH,Nikola Katić,Nikola Katić,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
109,9,BIH-009,NORMAL,jogador,Seleções,Grupo B,Bósnia e Herzegovina,BIH,Amir Hadžiahmetović,Amir Hadžiahmetović,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
110,10,BIH-010,NORMAL,jogador,Seleções,Grupo B,Bósnia e Herzegovina,BIH,Benjamin Tahirović,Benjamin Tahirović,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
111,11,BIH-011,NORMAL,jogador,Seleções,Grupo B,Bósnia e Herzegovina,BIH,Armin Gigović,Armin Gigović,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
112,12,BIH-012,NORMAL,jogador,Seleções,Grupo B,Bósnia e Herzegovina,BIH,Ivan Šunjić,Ivan Šunjić,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
113,13,BIH-013,NORMAL,foto_do_time,Seleções,Grupo B,Bósnia e Herzegovina,BIH,Foto oficial do Bósnia e Herzegovina,,,Foto do time,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
114,14,BIH-014,NORMAL,jogador,Seleções,Grupo B,Bósnia e Herzegovina,BIH,Dženis Burnić,Dženis Burnić,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
115,15,BIH-015,NORMAL,jogador,Seleções,Grupo B,Bósnia e Herzegovina,BIH,Esmir Bajraktarević,Esmir Bajraktarević,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
116,16,BIH-016,NORMAL,jogador,Seleções,Grupo B,Bósnia e Herzegovina,BIH,Amar Memić,Amar Memić,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
117,17,BIH-017,NORMAL,jogador,Seleções,Grupo B,Bósnia e Herzegovina,BIH,Ermedin Demirović,Ermedin Demirović,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
118,18,BIH-018,NORMAL,jogador,Seleções,Grupo B,Bósnia e Herzegovina,BIH,Edin Džeko,Edin Džeko,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
119,19,BIH-019,NORMAL,jogador,Seleções,Grupo B,Bósnia e Herzegovina,BIH,Samed Baždar,Samed Baždar,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
120,20,BIH-020,NORMAL,jogador,Seleções,Grupo B,Bósnia e Herzegovina,BIH,Haris Tabaković,Haris Tabaković,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
121,1,QAT-001,SHINY,escudo_do_time,Seleções,Grupo B,Catar,QAT,Escudo do Catar,,,Escudo do time,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
122,2,QAT-002,NORMAL,jogador,Seleções,Grupo B,Catar,QAT,Ahmed Fatehi,Ahmed Fatehi,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
123,3,QAT-003,NORMAL,jogador,Seleções,Grupo B,Catar,QAT,Meshaal Barsham,Meshaal Barsham,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
124,4,QAT-004,NORMAL,jogador,Seleções,Grupo B,Catar,QAT,Sultan Albrake,Sultan Albrake,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
125,5,QAT-005,NORMAL,jogador,Seleções,Grupo B,Catar,QAT,Lucas Mendes,Lucas Mendes,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
126,6,QAT-006,NORMAL,jogador,Seleções,Grupo B,Catar,QAT,Homam Ahmed,Homam Ahmed,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
127,7,QAT-007,NORMAL,jogador,Seleções,Grupo B,Catar,QAT,Boualem Khoukhi,Boualem Khoukhi,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
128,8,QAT-008,NORMAL,jogador,Seleções,Grupo B,Catar,QAT,Pedro Miguel,Pedro Miguel,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
129,9,QAT-009,NORMAL,jogador,Seleções,Grupo B,Catar,QAT,Tarek Salman,Tarek Salman,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
130,10,QAT-010,NORMAL,jogador,Seleções,Grupo B,Catar,QAT,Mohamed Al-Mannai,Mohamed Al-Mannai,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
131,11,QAT-011,NORMAL,jogador,Seleções,Grupo B,Catar,QAT,Karim Boudiaf,Karim Boudiaf,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
132,12,QAT-012,NORMAL,jogador,Seleções,Grupo B,Catar,QAT,Assim Madibo,Assim Madibo,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
133,13,QAT-013,NORMAL,foto_do_time,Seleções,Grupo B,Catar,QAT,Foto oficial do Catar,,,Foto do time,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
134,14,QAT-014,NORMAL,jogador,Seleções,Grupo B,Catar,QAT,Mohammed Waad,Mohammed Waad,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
135,15,QAT-015,NORMAL,jogador,Seleções,Grupo B,Catar,QAT,Abdulaziz Hatem,Abdulaziz Hatem,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
136,16,QAT-016,NORMAL,jogador,Seleções,Grupo B,Catar,QAT,Hassan Al-Haydos,Hassan Al-Haydos,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
137,17,QAT-017,NORMAL,jogador,Seleções,Grupo B,Catar,QAT,Edmilson Junior,Edmilson Junior,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
138,18,QAT-018,NORMAL,jogador,Seleções,Grupo B,Catar,QAT,Akram Hassan Afif,Akram Hassan Afif,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
139,19,QAT-019,NORMAL,jogador,Seleções,Grupo B,Catar,QAT,Ahmed Al Ganehi,Ahmed Al Ganehi,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
140,20,QAT-020,NORMAL,jogador,Seleções,Grupo B,Catar,QAT,Almoez Ali,Almoez Ali,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
141,1,SUI-001,SHINY,escudo_do_time,Seleções,Grupo B,Suíça,SUI,Escudo do Suíça,,,Escudo do time,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
142,2,SUI-002,NORMAL,jogador,Seleções,Grupo B,Suíça,SUI,Fabian Rieder,Fabian Rieder,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
143,3,SUI-003,NORMAL,jogador,Seleções,Grupo B,Suíça,SUI,Gregor Kobel,Gregor Kobel,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
144,4,SUI-004,NORMAL,jogador,Seleções,Grupo B,Suíça,SUI,Yvon Mvogo,Yvon Mvogo,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
145,5,SUI-005,NORMAL,jogador,Seleções,Grupo B,Suíça,SUI,Manuel Akanji,Manuel Akanji,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
146,6,SUI-006,NORMAL,jogador,Seleções,Grupo B,Suíça,SUI,Ricardo Rodriguez,Ricardo Rodriguez,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
147,7,SUI-007,NORMAL,jogador,Seleções,Grupo B,Suíça,SUI,Nico Elvedi,Nico Elvedi,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
148,8,SUI-008,NORMAL,jogador,Seleções,Grupo B,Suíça,SUI,Aurèle Amenda,Aurèle Amenda,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
149,9,SUI-009,NORMAL,jogador,Seleções,Grupo B,Suíça,SUI,Silvan Widmer,Silvan Widmer,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
150,10,SUI-010,NORMAL,jogador,Seleções,Grupo B,Suíça,SUI,Granit Xhaka,Granit Xhaka,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
151,11,SUI-011,NORMAL,jogador,Seleções,Grupo B,Suíça,SUI,Denis Zakaria,Denis Zakaria,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
152,12,SUI-012,NORMAL,jogador,Seleções,Grupo B,Suíça,SUI,Remo Freuler,Remo Freuler,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
153,13,SUI-013,NORMAL,foto_do_time,Seleções,Grupo B,Suíça,SUI,Foto oficial do Suíça,,,Foto do time,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
154,14,SUI-014,NORMAL,jogador,Seleções,Grupo B,Suíça,SUI,Ardon Jashari,Ardon Jashari,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
155,15,SUI-015,NORMAL,jogador,Seleções,Grupo B,Suíça,SUI,Johan Manzambi,Johan Manzambi,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
156,16,SUI-016,NORMAL,jogador,Seleções,Grupo B,Suíça,SUI,Michel Aebischer,Michel Aebischer,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
157,17,SUI-017,NORMAL,jogador,Seleções,Grupo B,Suíça,SUI,Breel Embolo,Breel Embolo,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
158,18,SUI-018,NORMAL,jogador,Seleções,Grupo B,Suíça,SUI,Ruben Vargas,Ruben Vargas,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
159,19,SUI-019,NORMAL,jogador,Seleções,Grupo B,Suíça,SUI,Dan Ndoye,Dan Ndoye,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
160,20,SUI-020,NORMAL,jogador,Seleções,Grupo B,Suíça,SUI,Zeki Amdouni,Zeki Amdouni,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
161,1,BRA-001,SHINY,escudo_do_time,Seleções,Grupo C,Brasil,BRA,Escudo do Brasil,,,Escudo do time,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
162,2,BRA-002,NORMAL,jogador,Seleções,Grupo C,Brasil,BRA,Luiz Henrique,Luiz Henrique,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
163,3,BRA-003,NORMAL,jogador,Seleções,Grupo C,Brasil,BRA,Alisson,Alisson,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
164,4,BRA-004,NORMAL,jogador,Seleções,Grupo C,Brasil,BRA,Bento,Bento,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
165,5,BRA-005,NORMAL,jogador,Seleções,Grupo C,Brasil,BRA,Marquinhos,Marquinhos,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
166,6,BRA-006,NORMAL,jogador,Seleções,Grupo C,Brasil,BRA,Éder Militão,Éder Militão,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
167,7,BRA-007,NORMAL,jogador,Seleções,Grupo C,Brasil,BRA,Gabriel Magalhães,Gabriel Magalhães,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
168,8,BRA-008,NORMAL,jogador,Seleções,Grupo C,Brasil,BRA,Danilo,Danilo,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
169,9,BRA-009,NORMAL,jogador,Seleções,Grupo C,Brasil,BRA,Wesley,Wesley,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
170,10,BRA-010,NORMAL,jogador,Seleções,Grupo C,Brasil,BRA,Lucas Paquetá,Lucas Paquetá,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
171,11,BRA-011,NORMAL,jogador,Seleções,Grupo C,Brasil,BRA,Casemiro,Casemiro,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
172,12,BRA-012,NORMAL,jogador,Seleções,Grupo C,Brasil,BRA,Bruno Guimarães,Bruno Guimarães,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
173,13,BRA-013,NORMAL,foto_do_time,Seleções,Grupo C,Brasil,BRA,Foto oficial do Brasil,,,Foto do time,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
174,14,BRA-014,NORMAL,jogador,Seleções,Grupo C,Brasil,BRA,Vinícius Júnior,Vinícius Júnior,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
175,15,BRA-015,NORMAL,jogador,Seleções,Grupo C,Brasil,BRA,Rodrygo,Rodrygo,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
176,16,BRA-016,NORMAL,jogador,Seleções,Grupo C,Brasil,BRA,João Pedro,João Pedro,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
177,17,BRA-017,NORMAL,jogador,Seleções,Grupo C,Brasil,BRA,Matheus Cunha,Matheus Cunha,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
178,18,BRA-018,NORMAL,jogador,Seleções,Grupo C,Brasil,BRA,Gabriel Martinelli,Gabriel Martinelli,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
179,19,BRA-019,NORMAL,jogador,Seleções,Grupo C,Brasil,BRA,Raphinha,Raphinha,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
180,20,BRA-020,NORMAL,jogador,Seleções,Grupo C,Brasil,BRA,Estêvão,Estêvão,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
181,1,MAR-001,SHINY,escudo_do_time,Seleções,Grupo C,Marrocos,MAR,Escudo do Marrocos,,,Escudo do time,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
182,2,MAR-002,NORMAL,jogador,Seleções,Grupo C,Marrocos,MAR,Eliesse Ben Seghir,Eliesse Ben Seghir,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
183,3,MAR-003,NORMAL,jogador,Seleções,Grupo C,Marrocos,MAR,Yassine Bounou,Yassine Bounou,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
184,4,MAR-004,NORMAL,jogador,Seleções,Grupo C,Marrocos,MAR,Munir El Kajoui,Munir El Kajoui,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
185,5,MAR-005,NORMAL,jogador,Seleções,Grupo C,Marrocos,MAR,Achraf Hakimi,Achraf Hakimi,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
186,6,MAR-006,NORMAL,jogador,Seleções,Grupo C,Marrocos,MAR,Noussair Mazraoui,Noussair Mazraoui,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
187,7,MAR-007,NORMAL,jogador,Seleções,Grupo C,Marrocos,MAR,Nayef Aguerd,Nayef Aguerd,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
188,8,MAR-008,NORMAL,jogador,Seleções,Grupo C,Marrocos,MAR,Romain Saïss,Romain Saïss,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
189,9,MAR-009,NORMAL,jogador,Seleções,Grupo C,Marrocos,MAR,Jawad El Yamiq,Jawad El Yamiq,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
190,10,MAR-010,NORMAL,jogador,Seleções,Grupo C,Marrocos,MAR,Adam Masina,Adam Masina,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
191,11,MAR-011,NORMAL,jogador,Seleções,Grupo C,Marrocos,MAR,Sofyan Amrabat,Sofyan Amrabat,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
192,12,MAR-012,NORMAL,jogador,Seleções,Grupo C,Marrocos,MAR,Azzedine Ounahi,Azzedine Ounahi,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
193,13,MAR-013,NORMAL,foto_do_time,Seleções,Grupo C,Marrocos,MAR,Foto oficial do Marrocos,,,Foto do time,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
194,14,MAR-014,NORMAL,jogador,Seleções,Grupo C,Marrocos,MAR,Bilal El Khannouss,Bilal El Khannouss,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
